,Landing,Date,Boat,Trip Type,Anglers,Albacore,Barracuda,Barracuda Released,Bat Ray Released,Black Croaker,Black Seabass Released,Blacksmith,Blue Perch,Bluefin Tuna,Bocaccio,Bocaccio Released,Bonito,Brown Rockfish,Cabezon,Cabezon Released,Calico Bass,Calico Bass Released,Copper Rockfish,Dorado,Halibut,Halibut Released,Jack Mackerel,Lingcod,Mackerel,Mackerel Released,Mako Shark,Mako Shark Released,Opaleye,Pacific Halibut Released,Petrale Sole,Rock Sole,Rockfish,Rockfish Released,Rubberlip Seaperch,Sand Bass,Sand Bass Released,Sanddab,Sargo,Sculpin,Sculpin Released,Sheephead,Sheephead Released,Skipjack Tuna,Spanish Jack,Spanish Mackerel,Thresher Shark,Triggerfish,Vermilion Rockfish,Vermilion Rockfish Released,White Croaker,White Seabass,White Seabass Released,Whitefish,Whitefish Released,Wolf Eel,Yellowfin Croaker,Yellowfin Tuna,Yellowtail
28,daveys-locker,2019-03-02,Freelance,3/4 Day,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,11,0,43,0,0,0,0,0,0,0,0,35,0,0,0,0,44,0,0,0,0,0
29,daveys-locker,2019-03-03,Freelance,3/4 Day,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
30,daveys-locker,2019-03-04,Freelance,3/4 Day,44,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,116,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
31,daveys-locker,2019-03-08,Freelance,3/4 Day,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,37,0,0,0,0,0
32,daveys-locker,2019-03-09,Freelance,3/4 Day,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,30,0,110,0,2,0,0,0,0,0,0,30,0,0,0,0,80,0,0,0,0,0
33,daveys-locker,2019-03-09,Western Pride,1/2 Day AM,42,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,10,0,35,0,0,0,0,0,0,0,0,52,0,0,0,0,12,0,0,0,0,0
34,daveys-locker,2019-03-10,Freelance,1/2 Day Twilight,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,daveys-locker,2019-03-10,Freelance,3/4 Day,65,0,0,0,0,0,0,0,5,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,148,0,0,0,0,55,0,0,0,0,0
36,daveys-locker,2019-03-10,Western Pride,1/2 Day AM,47,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,5,0,18,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
37,daveys-locker,2019-03-10,Western Pride,1/2 Day PM,43,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0
38,daveys-locker,2019-03-11,Bongos,3/4 Day,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,daveys-locker,2019-03-11,Freelance,3/4 Day,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,107,0,0,0,0,76,0,0,0,0,0
40,daveys-locker,2019-03-11,Western Pride,1/2 Day PM,21,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,1,0,0,0
41,daveys-locker,2019-03-13,Freelance,3/4 Day,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,100,0,88,0,0,0,0,0,0,0,0,28,0,0,0,0,175,0,0,0,0,0
42,daveys-locker,2019-03-14,Freelance,3/4 Day,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,0,0,0,0,50,0,140,0,1,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0
43,daveys-locker,2019-03-15,Freelance,3/4 Day,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,150,0,0,0,0,10,0,0,0,0,0
44,daveys-locker,2019-03-16,Bongos,Full Day,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
45,daveys-locker,2019-03-16,Freelance,1/2 Day Twilight,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,daveys-locker,2019-03-16,Freelance,3/4 Day,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,50,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0
47,daveys-locker,2019-03-16,Thunderbird,Overnight,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0
48,daveys-locker,2019-03-16,Western Pride,1/2 Day AM,46,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,32,0,38,0,0,0,0,0,0,0,0,26,0,0,0,0,20,0,0,0,0,0
49,daveys-locker,2019-03-17,Bongos,Full Day,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
50,daveys-locker,2019-03-17,Freelance,3/4 Day,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,115,0,0,0,0,20,0,0,0,0,0
51,daveys-locker,2019-03-17,Thunderbird,Overnight,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,1
52,daveys-locker,2019-03-17,Western Pride,1/2 Day AM,55,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,205,0,38,0,0,0,0,0,0,0,0,52,0,0,0,0,12,0,0,0,0,0
53,daveys-locker,2019-03-18,Freelance,3/4 Day,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,38,0,0,0,0,55,0,0,0,0,0
54,daveys-locker,2019-03-18,Thunderbird,Overnight,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0
55,daveys-locker,2019-03-18,Western Pride,1/2 Day PM,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0
56,daveys-locker,2019-03-19,Bongos,3/4 Day,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
57,daveys-locker,2019-03-19,Freelance,3/4 Day,30,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
58,daveys-locker,2019-03-19,Western Pride,1/2 Day PM,21,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,33,0,0,0,0,12,0,0,0,0,0
59,daveys-locker,2019-03-20,Freelance,3/4 Day,25,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,85,0,2,0,0,0,0,0,0,15,0,0,0,0,40,0,0,0,0,0
60,daveys-locker,2019-03-20,Western Pride,1/2 Day AM,23,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,26,0,0,0,0,0
61,daveys-locker,2019-03-20,Western Pride,1/2 Day PM,38,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,15,0,0,0,0,37,0,0,0,0,0
62,daveys-locker,2019-03-22,Freelance,3/4 Day,63,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,44,0,0,0,0,37,0,0,0,0,0
63,daveys-locker,2019-03-22,Thunderbird,Overnight,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0
64,daveys-locker,2019-03-22,Western Pride,1/2 Day PM,39,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,160,0,39,0,0,0,0,0,0,0,0,35,0,0,0,0,8,0,0,0,0,0
65,daveys-locker,2019-03-23,Freelance,1/2 Day Twilight,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,daveys-locker,2019-03-23,Freelance,1/2 Day Twilight,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,daveys-locker,2019-03-23,Freelance,3/4 Day,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,50,0,0,0,0,102,0,0,0,0,0
68,daveys-locker,2019-03-23,Thunderbird,Overnight,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0
69,daveys-locker,2019-03-23,Western Pride,1/2 Day AM,22,0,0,0,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,21,0,0,0,0,0
70,daveys-locker,2019-03-23,Western Pride,1/2 Day PM,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,195,0,12,0,0,0,0,0,0,0,0,15,0,0,0,0,21,0,0,0,0,0
71,daveys-locker,2019-03-24,Freelance,1/2 Day Twilight,41,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,daveys-locker,2019-03-24,Freelance,3/4 Day,79,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0
73,daveys-locker,2019-03-24,Thunderbird,Overnight,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
74,daveys-locker,2019-03-24,Western Pride,1/2 Day AM,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0
75,daveys-locker,2019-03-25,Bongos,Full Day,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,38,0,0,0,0,0
76,daveys-locker,2019-03-25,Bongos,Full Day,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
77,daveys-locker,2019-03-25,Freelance,3/4 Day,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,24,0,0,0,0,111,0,0,0,0,0
78,daveys-locker,2019-03-25,Thunderbird,Overnight,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0
79,daveys-locker,2019-03-25,Western Pride,1/2 Day PM,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,3,0,0,0,0,0
80,daveys-locker,2019-03-26,Western Pride,1/2 Day PM,17,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
81,daveys-locker,2019-03-27,Freelance,3/4 Day,54,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,61,0,0,0,0,22,0,0,0,0,0
82,daveys-locker,2019-03-27,Western Pride,1/2 Day PM,32,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,0,13,0,0,0,0,0
83,daveys-locker,2019-03-28,Freelance,3/4 Day,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,50,0,10,0,0,0,0,0,0,0,0,40,0,0,0,0,225,0,0,0,0,0
84,daveys-locker,2019-03-28,Thunderbird,Overnight,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0
85,daveys-locker,2019-03-29,Freelance,3/4 Day,80,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,1,0,40,0,0,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0
86,daveys-locker,2019-03-30,Bongos,Full Day,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,daveys-locker,2019-03-30,Bongos,Full Day,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
